#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
Q9VGP9	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7YU14	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KQP6	Q08012	22110040	Post-translational_modification	PPI_directed
P52304	Q00805	22110040	Post-translational_modification	PPI_directed
Q9V9J3	Q01083	22110040;9927462;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
Q8IHB0	P29503	22110040	Post-translational_modification	PPI_directed
C8VUZ0	P29503	22110040	Post-translational_modification	PPI_directed
Q9Y1T2	Q08012	22110040	Post-translational_modification	PPI_directed
Q8MZI6	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8T0H3	Q08012	22110040	Post-translational_modification	PPI_directed
E1JJM7	P04412	22110040	Post-translational_modification	PPI_directed
Q5LJP6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7YU80	P29503	22110040	Post-translational_modification	PPI_directed
Q9VI13	P04412	22110040	Post-translational_modification	PPI_directed
P83102	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q4V4A7	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8T473	P04412	22110040	Post-translational_modification	PPI_directed
Q53XD8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q5U119	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KV83	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q961D4	Q01083	22110040	Post-translational_modification	PPI_directed
A8Y583	Q01083	22110040	Post-translational_modification	PPI_directed
Q17Q84	P04412	22110040	Post-translational_modification	PPI_directed
O01653	P29503	22110040	Post-translational_modification	PPI_directed
A4IJ58	Q00805	22110040	Post-translational_modification	PPI_directed
C5I7L3	Q00805	22110040	Post-translational_modification	PPI_directed
D3DMW1	Q00805	22110040	Post-translational_modification	PPI_directed
Q9NBK5	Q9VM64	22110040	Post-translational_modification	PPI_directed
F0JAG9	P04412	22110040	Post-translational_modification	PPI_directed
Q9VA47	P29503	22110040	Post-translational_modification	PPI_directed
Q8I6M5	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VM90	P04412	22110040	Post-translational_modification	PPI_directed
Q1WWE7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8WTD2	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VPU1	Q08012	22110040	Post-translational_modification	PPI_directed
H0RNK4	Q00805	22110040	Post-translational_modification	PPI_directed
P32023	Q08012	22110040	Post-translational_modification	PPI_directed
Q86B73	Q08012	22110040	Post-translational_modification	PPI_directed
Q0KI03	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VU68	Q00805	22110040	Post-translational_modification	PPI_directed
Q1RKV9	Q08012	22110040	Post-translational_modification	PPI_directed
A1Z7L9	Q9VM64	22110040	Post-translational_modification	PPI_directed
B3DN76	Q9VM64	22110040	Post-translational_modification	PPI_directed
H1ZY83	Q08012	22110040	Post-translational_modification	PPI_directed
A1Z9X0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E2QD98	P04412	22110040	Post-translational_modification	PPI_directed
P13368	Q9V9J3	8682295;21071413	interaction_from_external_databases	PPI_undirected
D5SHU5	Q00805	22110040	Post-translational_modification	PPI_directed
Q8ISD7	P11346	22028469;23331499;21036869;11063697	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q1RKW2	Q9VM64	22110040	Post-translational_modification	PPI_directed
P48423	P22815	1547500;21071413	interaction_from_external_databases	PPI_undirected
D3DMW1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9GTV1	P04412	22110040	Post-translational_modification	PPI_directed
Q7KT38	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9W351	Q00805	22110040	Post-translational_modification	PPI_directed
C5I7B7	Q00805	22110040	Post-translational_modification	PPI_directed
Q3ZAJ5	Q9VM64	22110040	Post-translational_modification	PPI_directed
E1U3G4	P29503	22110040	Post-translational_modification	PPI_directed
Q7KV89	Q01083	22110040	Post-translational_modification	PPI_directed
Q59E20	P07713	9056776;21071413	interaction_from_external_databases	PPI_undirected
P19538	Q9VFP2	16740475;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q7YU80	Q9VVI3	22110040	Post-translational_modification	PPI_directed
B6UVZ5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A4V0X0	Q08012	22110040	Post-translational_modification	PPI_directed
P08646	P10041	9883586;21071413	interaction_from_external_databases	PPI_undirected
P13677	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E5KZ57	P04412	22110040	Post-translational_modification	PPI_directed
Q9VRJ6	Q00805	22110040	Post-translational_modification	PPI_directed
Q058V4	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
H1ZYB5	Q01083	22110040	Post-translational_modification	PPI_directed
Q15K24	P04412	22110040	Post-translational_modification	PPI_directed
Q9XYQ9	P04412	22110040	Post-translational_modification	PPI_directed
Q1RKW2	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VX24	P04412	22110040	Post-translational_modification	PPI_directed
A1ZBL7	Q08012	22110040	Post-translational_modification	PPI_directed
P18168	P07207	23331499;10862754;10588874;11719214;7720588;21036869;12651094;21071413	Interaction_between_pathway_members	PPI_directed
Q9VGQ0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P29349	P40417	11014820;21071413	interaction_from_external_databases	PPI_undirected
B6UW08	Q9VM64	22110040	Post-translational_modification	PPI_directed
O62530	Q08012	22110040	Post-translational_modification	PPI_directed
Q86BR9	Q9VM64	22110040	Post-translational_modification	PPI_directed
P08646	P51023	9883586;8033205;11063697;12636917;10655223;21071413	interaction_from_external_databases	PPI_undirected
Q24496	Q01083	22110040	Post-translational_modification	PPI_directed
O01651	P29503	22110040	Post-translational_modification	PPI_directed
O44783	P48423	23331499;10089881;21036869;10226010;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q23994	Q00805	22110040	Post-translational_modification	PPI_directed
A1Z9X0	Q9VM64	22110040	Post-translational_modification	PPI_directed
B6UVZ0	Q00805	22110040	Post-translational_modification	PPI_directed
Q8IHB0	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KNS3	Q00805	22110040	Post-translational_modification	PPI_directed
E1JGN0	Q01083	22110040	Post-translational_modification	PPI_directed
A4V0X0	Q00805	22110040	Post-translational_modification	PPI_directed
B9EQT0	Q01083	22110040	Post-translational_modification	PPI_directed
Q8IML9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VL64	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A5JLB7	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q6NP58	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P18824	Q08012	22110040	Post-translational_modification	PPI_directed
B6UVZ5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KM03	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VYN5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VA38	Q00805	22110040	Post-translational_modification	PPI_directed
Q00168	Q08012	22110040	Post-translational_modification	PPI_directed
O76324	Q00805	22110040	Post-translational_modification	PPI_directed
Q8SYV1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8INB6	Q08012	22110040	Post-translational_modification	PPI_directed
Q00805	Q01083	23331499;16123311;21036869;15329724	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q9VP17	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E1JGP0	P29503	22110040	Post-translational_modification	PPI_directed
Q9W0V1	P29503	22110040	Post-translational_modification	PPI_directed
Q9VX24	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q6NP54	P29503	22110040	Post-translational_modification	PPI_directed
P07207	P40793	11016838;21071413	interaction_from_external_databases	PPI_undirected
Q6IHB1	P04412	22110040	Post-translational_modification	PPI_directed
P28465	P18537	23331499;12205098	Interaction_between_pathway_members	PPI_directed
Q95V83	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KNQ9	P04412	22110040	Post-translational_modification	PPI_directed
P18289	Q9V3Q6	11287182;21071413	interaction_from_external_databases	PPI_undirected
Q24590	Q01083	22110040	Post-translational_modification	PPI_directed
P22814	O46036	12145660;21071413	interaction_from_external_databases	PPI_undirected
P18475	Q9Y0H4	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P40589	Q02936	11180811;21071413	interaction_from_external_databases	PPI_undirected
P18431	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8T3S1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q29R23	Q08012	22110040	Post-translational_modification	PPI_directed
B6UVZ5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q6AWF2	Q00805	22110040	Post-translational_modification	PPI_directed
Q24045	Q01083	22110040	Post-translational_modification	PPI_directed
P18537	P18431	9671581;9875855;21071413	interaction_from_external_databases	PPI_undirected
P08181	Q08012	22110040	Post-translational_modification	PPI_directed
G2J5W6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A4V134	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q5U119	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JQ36	P54631	9827802;9827801;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q8SWT5	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VAS9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P32866	Q00805	22110040	Post-translational_modification	PPI_directed
P92208	P04412	22110040	Post-translational_modification	PPI_directed
A4V133	Q01083	22110040	Post-translational_modification	PPI_directed
A4V3J9	Q08012	22110040	Post-translational_modification	PPI_directed
Q7YU19	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P04412	P18824	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
B9EQT9	P04412	22110040	Post-translational_modification	PPI_directed
Q9VZ57	Q01083	22110040	Post-translational_modification	PPI_directed
Q23994	P29503	22110040	Post-translational_modification	PPI_directed
Q9V9J3	Q08012	22110040;8682295;9927462;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
P36872	P42003	15575970;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q0KI03	Q08012	22110040	Post-translational_modification	PPI_directed
Q7JPM7	Q9VM64	22110040	Post-translational_modification	PPI_directed
H1ZY63	Q01083	22110040	Post-translational_modification	PPI_directed
Q8T9L5	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KPK6	P04412	22110040	Post-translational_modification	PPI_directed
Q95SW3	P04412	22110040	Post-translational_modification	PPI_directed
Q9VXK9	Q00805	22110040	Post-translational_modification	PPI_directed
E6PBX0	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KVE5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W4X4	Q08012	22110040	Post-translational_modification	PPI_directed
A4V3W1	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8MSQ4	P04412	22110040	Post-translational_modification	PPI_directed
D6W4K4	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9UB78	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9Y0H4	Q02308	9832525;21071413	interaction_from_external_databases	PPI_undirected
Q7KNF5	Q08012	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q0E981	P29503	22110040	Post-translational_modification	PPI_directed
Q7KM03	P04412	22110040	Post-translational_modification	PPI_directed
Q95SH0	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8IR47	P04412	22110040	Post-translational_modification	PPI_directed
Q9VZJ3	P04412	22110040	Post-translational_modification	PPI_directed
P18168	Q9V9J3	9927462;21071413	interaction_from_external_databases	PPI_undirected
Q9VP17	Q01083	22110040	Post-translational_modification	PPI_directed
P91634	Q08012	22110040	Post-translational_modification	PPI_directed
F6J178	Q00805	22110040	Post-translational_modification	PPI_directed
A8JMD5	P04412	22110040	Post-translational_modification	PPI_directed
Q23975	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VND3	P04412	22110040	Post-translational_modification	PPI_directed
Q27393	Q00805	22110040	Post-translational_modification	PPI_directed
O01651	Q08012	22110040	Post-translational_modification	PPI_directed
Q8T9I6	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VZF8	Q00805	22110040	Post-translational_modification	PPI_directed
C6TP88	Q00805	22110040	Post-translational_modification	PPI_directed
Q9GQQ6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9GSP5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E1JJH9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VCV0	Q08012	22110040	Post-translational_modification	PPI_directed
D3DMC5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9V3Q6	P92208	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
O17049	P04412	22110040	Post-translational_modification	PPI_directed
A1ZBM0	P04412	22110040	Post-translational_modification	PPI_directed
D6W4T8	Q00805	22110040	Post-translational_modification	PPI_directed
Q5IF77	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VXN5	Q9VM64	22110040	Post-translational_modification	PPI_directed
D0IQL0	Q00805	22110040	Post-translational_modification	PPI_directed
A4V3W1	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VK37	P29503	22110040	Post-translational_modification	PPI_directed
Q8IGN9	Q00805	22110040	Post-translational_modification	PPI_directed
Q3KN27	P29503	22110040	Post-translational_modification	PPI_directed
A8JUV7	Q9VM64	22036573;21036869	interaction_from_external_databases	PPI_undirected
D3DMN9	Q9VM64	22110040	Post-translational_modification	PPI_directed
E1U3F9	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VMT1	Q01083	22110040	Post-translational_modification	PPI_directed
E6PBX9	P04412	22110040	Post-translational_modification	PPI_directed
P00522	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0E8L9	P04412	22110040	Post-translational_modification	PPI_directed
Q9V407	A1Z9D7	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q9NI63	P04412	22110040	Post-translational_modification	PPI_directed
A8JNU2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A1ZBH8	P29503	22110040	Post-translational_modification	PPI_directed
Q9VFP2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
C6SUX7	P29503	22110040	Post-translational_modification	PPI_directed
H1ZY83	P04412	22110040	Post-translational_modification	PPI_directed
Q9VVI3	Q01083	22110040	Post-translational_modification	PPI_directed
E6PBX9	Q01083	22110040	Post-translational_modification	PPI_directed
P07207	Q59E20	9383058;21071413	interaction_from_external_databases	PPI_undirected
Q9VAH7	Q00805	22110040	Post-translational_modification	PPI_directed
E5KZ50	P29503	22110040	Post-translational_modification	PPI_directed
