#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0034950	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0011648	FBgn0028582	15575970;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0085385	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0025702	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0052406	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0037327	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0039796	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0039748	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0015618	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024326	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000147	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0011745	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024179	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004569	FBgn0003731	23331499;12648473;9882502;21036869;11944933;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0026598	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0010453	FBgn0027342	23331499;12205098	Interaction_between_pathway_members	PPI_directed
FBgn0030630	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0052677	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010341	FBgn0014001	15572110;21036869;23331499	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0031784	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0260635	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0010333	10985385;11825878;21071413	interaction_from_external_databases	PPI_undirected
FBgn0037218	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0038167	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0041096	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0039907	FBgn0000117	11955446;11912189;23331499;17113272;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003169	FBgn0003317	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0015765	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0031855	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0259168	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003091	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0043900	FBgn0039907	11955446;11912189;16005293;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0020622	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011823	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0053519	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0086899	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260990	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052666	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0013988	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010379	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0015247	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0264959	10634792;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004462	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0023081	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0030812	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015790	FBgn0000463	23331499;16137758	Interaction_between_pathway_members	PPI_directed
FBgn0261445	FBgn0004644	23331499;10433902	Interaction_between_pathway_members	PPI_directed
FBgn0038674	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0033266	FBgn0004864	23331499;12479803	Interaction_between_pathway_members	PPI_directed
FBgn0039623	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004644	FBgn0003079	8722784;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003317	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0036790	FBgn0020496	14605208;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011648	FBgn0029006	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0261988	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003731	FBgn0003984	1980740;9383058;9806926;10349622;8824589;10331978;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041203	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0263846	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0261278	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0028410	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0033557	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0003317	22036573;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000711	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003079	FBgn0010269	8381718;23331499;16600911;22028469;11014822;9927462;21036869;9814705;7958887;8013459;9136016;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0015024	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0039796	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026597	FBgn0015024	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0038640	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000463	FBgn0001139	2338245;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000044	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0260990	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0031186	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003733	FBgn0003256	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0263601	FBgn0004197	23331499;15930117	Interaction_between_pathway_members	PPI_directed
FBgn0010303	FBgn0003716	10408443;21071413	interaction_from_external_databases	PPI_undirected
FBgn0027609	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0013984	FBgn0024248	17956857;22068330;23331499;11943559;22028469;10455177;21036869;21071413;10399915	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0005592	FBgn0014388	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004009	FBgn0005672	9716539;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011739	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0033266	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026181	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0027338	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260799	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0003366	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0032650	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000147	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0033266	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0010269	FBgn0004644	8722784;21071413	interaction_from_external_databases	PPI_undirected
FBgn0030122	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0027504	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0026597	FBgn0000117	11493532;23331499;10838083;22036573;21036869;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0038175	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003295	FBgn0005672	23331499;21036869;10887159	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0004635	FBgn0004647	11904431;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035590	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003502	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0046692	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000097	FBgn0003079	8722784;11063697;21071413	interaction_from_external_databases	PPI_undirected
FBgn0014388	FBgn0020224	23331499;11053437;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0259678	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0023423	FBgn0000117	23331499;9461217	Interaction_between_pathway_members	PPI_directed
FBgn0086358	FBgn0026323	14605208;23331499;21036869;16079232;22036573	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0000229	FBgn0010303	11912189;21036869	interaction_from_external_databases	PPI_undirected
FBgn0035656	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0067861,FBgn0261516	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0043903	FBgn0003557	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0024179	FBgn0003716	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0000463	FBgn0003731	1980740;11944933;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011743	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0085432	FBgn0003371	12730381;21071413	interaction_from_external_databases	PPI_undirected
FBgn0250823	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259984	FBgn0004647	23331499;9428413;9872749;9244301;21036869;11799064;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0004635	FBgn0003731	1980740;10331978;9570772;21071413;11023685;7833286;10570464	interaction_from_external_databases	PPI_undirected
FBgn0004956	FBgn0004864	11830571;9784499;11825879;11752574;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039590	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0003317	12049762;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261524	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0261988	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004859	FBgn0264493	16740475;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011741	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0000229	16079232;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0032650	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0030374	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0001291	FBgn0003118	8521492;10903185;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003716	FBgn0024234	9521913;9735359;9636086;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004647	FBgn0010341	11016838;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003733	FBgn0250823	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0259212	FBgn0000229	9858699;14504224;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261278	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0034527	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0016917	FBgn0003731	12750336;22110040;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0045980	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0024846	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0000463	9883586;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003733	FBgn0003079	12750336;9811584;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0001105	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0005590	9827802;9827801;21071413	interaction_from_external_databases	PPI_undirected
FBgn0023169	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261922	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0011655	FBgn0025800	21036869	interaction_from_external_databases	PPI_undirected
FBgn0020238	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261854	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003295	FBgn0001137	11023685;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0003731	FBgn0052179	12169631;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0013762	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010453	FBgn0001085	23331499;12205098	Interaction_between_pathway_members	PPI_directed
FBgn0004864	FBgn0016917	23331499;9032284;12479803;21036869;8650180;12454071;8608596;8608595;10346822;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0043903	FBgn0004864	23331499;11825879;21036869;11696329;12194841;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0016696	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0005355	FBgn0004859	23331499;14605208;11090136;15710747;21036869;14611647;10825151;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0263255,FBgn0263395	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0002932	22110040	Post-translational_modification	PPI_directed
